Date,Value
2014-01-03,9845053570.25
2014-01-02,9253369174.5
2014-01-01,9115018220.0
2013-12-31,8917322800.0
2013-12-30,9013010382.5
2013-12-29,8713093532.75
2013-12-28,8549801919.75
2013-12-27,8716253381.25
2013-12-26,8943399550.0
2013-12-25,8010702561.75
2013-12-24,7876450630.75
2013-12-23,7784111542.5
2013-12-22,7746302200.0
2013-12-21,7445825625.0
2013-12-20,8020567500.0
2013-12-19,7932203225.0
2013-12-18,6995691508.0
2013-12-17,8520552683.75
2013-12-16,8601410750.0
2013-12-15,10285693977.2
2013-12-14,10482304132.5
2013-12-13,10590673150.0
2013-12-12,10244844618.8
2013-12-11,10731150885.0
2013-12-10,11342353720.5
2013-12-09,10539274200.0
2013-12-08,8744799021.75
2013-12-07,8793554296.5
2013-12-06,10804928700.0
2013-12-05,12423144163.5
2013-12-04,13900051500.0
2013-12-03,12796399500.0
2013-12-02,11974044577.8
2013-12-01,11701352500.0
2013-11-30,13504897665.0
2013-11-29,13065737062.5
2013-11-28,12158197750.0
2013-11-27,11575437200.0
2013-11-26,10173483145.0
2013-11-25,9798077300.0
2013-11-24,10024956042.0
2013-11-23,10079469418.5
2013-11-22,9150340100.0
2013-11-21,8353264252.5
2013-11-20,7149668750.0
2013-11-19,6726697878.25
2013-11-18,7002760228.0
2013-11-17,5557944600.0
2013-11-16,5202089043.75
2013-11-15,5136513974.0
2013-11-14,4994001600.0
2013-11-13,4694265577.0
2013-11-12,4240843076.25
2013-11-11,4064669415.0
2013-11-10,3554569406.25
2013-11-09,4305490758.0
2013-11-08,3895040535.0
2013-11-07,3496381056.0
2013-11-06,3087643198.5
2013-11-05,2947943727.0
2013-11-04,2689641115.0
2013-11-03,2470544002.5
2013-11-02,2437295812.5
2013-11-01,2425328973.0
2013-10-31,2404920005.75
2013-10-30,2425090156.5
2013-10-29,2408599560.5
2013-10-28,2338225531.25
2013-10-27,2251714053.0
2013-10-26,2139559868.75
2013-10-25,2056551326.5
2013-10-24,2328734577.0
2013-10-23,2377290528.75
2013-10-22,2279142287.0
2013-10-21,2103224179.75
2013-10-20,1967458259.0
2013-10-19,1958730875.0
2013-10-18,1786302344.75
2013-10-17,1699564141.0
2013-10-16,1681142901.75
2013-10-15,1649680710.0
2013-10-14,1606779919.5
2013-10-13,1535485874.0
2013-10-12,1508600193.75
2013-10-11,1499813238.0
2013-10-10,1494405760.75
2013-10-09,1489654112.0
2013-10-08,1462621608.0
2013-10-07,1459305030.0
2013-10-06,1435226560.0
2013-10-05,1433550678.0
2013-10-04,1438688050.0
2013-10-03,1378615371.25
2013-10-02,1230956951.25
2013-10-01,1497171490.5
2013-09-30,1481125170.0
2013-09-29,1507679355.0
2013-09-28,1488316775.0
2013-09-27,1477191020.0
2013-09-26,1456064198.75
2013-09-25,1459413032.0
2013-09-24,1440070859.5
2013-09-23,1444503915.5
2013-09-22,1441007470.0
2013-09-21,1448821725.0
2013-09-20,1453873166.5
2013-09-19,1454681585.0
2013-09-18,1490750729.25
2013-09-17,1494135792.0
2013-09-16,1475539825.5
2013-09-15,1468452843.0
2013-09-14,1454540892.0
2013-09-13,1500297026.75
2013-09-12,1501493796.25
2013-09-11,1449999912.5
2013-09-10,1441084149.0
2013-09-09,1420313587.0
2013-09-08,1382967258.75
2013-09-07,1401657885.0
2013-09-06,1427873853.0
2013-09-05,1451422408.25
2013-09-04,1476901220.0
2013-09-03,1519566392.5
2013-09-02,1525716595.75
2013-09-01,1522502783.0
2013-08-31,1544227650.0
2013-08-30,1450961407.75
2013-08-29,1388641365.0
2013-08-28,1385377931.25
2013-08-27,1364789140.0
2013-08-26,1297880610.0
2013-08-25,1310190387.5
2013-08-24,1262105427.0
2013-08-23,1246407942.0
2013-08-22,1286747437.75
2013-08-21,1271571731.25
2013-08-20,1211248945.75
2013-08-19,1181603148.0
2013-08-18,1145854489.0
2013-08-17,1138079589.75
2013-08-16,1139007098.5
2013-08-15,1135925154.0
2013-08-14,1155734116.25
2013-08-13,1239304284.47
2013-08-12,1212190667.97
2013-08-11,1198377190.39
2013-08-10,1183611635.38
2013-08-09,1179434602.5
2013-08-08,1174293052.5
2013-08-07,1216398480.0
2013-08-06,1230715956.9
2013-08-05,1224642720.0
2013-08-04,1204281157.95
2013-08-03,1193775370.01
2013-08-02,1212854375.0
2013-08-01,1197299385.0
