Date,Value
2014-03-05,12476750.0
2014-03-04,12472725.0
2014-03-03,12469250.0
2014-03-02,12465700.0
2014-03-01,12461975.0
2014-02-28,12458275.0
2014-02-27,12453575.0
2014-02-26,12449025.0
2014-02-25,12444500.0
2014-02-24,12440250.0
2014-02-23,12435700.0
2014-02-22,12431150.0
2014-02-21,12427050.0
2014-02-20,12422850.0
2014-02-19,12418575.0
2014-02-18,12413800.0
2014-02-17,12409625.0
2014-02-16,12405475.0
2014-02-15,12400650.0
2014-02-14,12396150.0
2014-02-13,12391375.0
2014-02-12,12386875.0
2014-02-11,12382700.0
2014-02-10,12378525.0
2014-02-09,12374700.0
2014-02-08,12370925.0
2014-02-07,12366550.0
2014-02-06,12362425.0
2014-02-05,12358250.0
2014-02-04,12353975.0
2014-02-03,12349750.0
2014-02-02,12344900.0
2014-02-01,12340450.0
2014-01-31,12335525.0
2014-01-30,12330925.0
2014-01-29,12326925.0
2014-01-28,12322975.0
2014-01-27,12318825.0
2014-01-26,12314800.0
2014-01-25,12310800.0
2014-01-24,12306925.0
2014-01-23,12302025.0
2014-01-22,12297575.0
2014-01-21,12292825.0
2014-01-20,12288525.0
2014-01-19,12283950.0
2014-01-18,12279350.0
2014-01-17,12275275.0
2014-01-16,12271450.0
2014-01-15,12266450.0
2014-01-14,12262175.0
2014-01-13,12258325.0
2014-01-12,12253250.0
2014-01-11,12248500.0
2014-01-10,12243325.0
2014-01-09,12238275.0
2014-01-08,12233750.0
2014-01-07,12228825.0
2014-01-06,12224150.0
2014-01-05,12219725.0
2014-01-04,12215225.0
2014-01-03,12211525.0
2014-01-02,12207450.0
2014-01-01,12203800.0
2013-12-31,12198800.0
2013-12-30,12194575.0
2013-12-29,12189725.0
2013-12-28,12185975.0
2013-12-27,12181875.0
2013-12-26,12177500.0
2013-12-25,12173025.0
2013-12-24,12168725.0
2013-12-23,12164575.0
2013-12-22,12160600.0
2013-12-21,12156450.0
2013-12-20,12152375.0
2013-12-19,12147325.0
2013-12-18,12141925.0
2013-12-17,12136675.0
2013-12-16,12131750.0
2013-12-15,12126925.0
2013-12-14,12122475.0
2013-12-13,12117475.0
2013-12-12,12113325.0
2013-12-11,12109175.0
2013-12-10,12105225.0
2013-12-09,12100200.0
2013-12-08,12095325.0
2013-12-07,12090850.0
2013-12-06,12086050.0
2013-12-05,12080775.0
2013-12-04,12076500.0
2013-12-03,12072075.0
2013-12-02,12067325.0
2013-12-01,12063250.0
2013-11-30,12058375.0
2013-11-29,12054375.0
2013-11-28,12049750.0
2013-11-27,12045200.0
2013-11-26,12041050.0
2013-11-25,12036950.0
2013-11-24,12032450.0
2013-11-23,12028150.0
2013-11-22,12024100.0
2013-11-21,12019950.0
2013-11-20,12016250.0
2013-11-19,12012175.0
2013-11-18,12008300.0
2013-11-17,12004200.0
2013-11-16,11999375.0
2013-11-15,11994475.0
2013-11-14,11990400.0
2013-11-13,11986175.0
2013-11-12,11981475.0
2013-11-11,11976750.0
2013-11-10,11971875.0
2013-11-09,11967675.0
2013-11-08,11964125.0
2013-11-07,11960800.0
2013-11-06,11956950.0
2013-11-05,11952900.0
2013-11-04,11948650.0
2013-11-03,11943650.0
2013-11-02,11938750.0
2013-11-01,11933325.0
2013-10-31,11928575.0
2013-10-30,11923350.0
2013-10-29,11918450.0
2013-10-28,11914525.0
2013-10-27,11910050.0
2013-10-26,11905625.0
2013-10-25,11900650.0
2013-10-24,11894650.0
2013-10-23,11889425.0
2013-10-22,11884150.0
2013-10-21,11877925.0
2013-10-20,11872900.0
2013-10-19,11867500.0
2013-10-18,11862025.0
2013-10-17,11857700.0
2013-10-16,11853225.0
2013-10-15,11847750.0
2013-10-14,11841550.0
2013-10-13,11835100.0
2013-10-12,11829375.0
2013-10-11,11824450.0
2013-10-10,11820025.0
2013-10-09,11815150.0
2013-10-08,11810575.0
2013-10-07,11806675.0
2013-10-06,11802850.0
2013-10-05,11797800.0
2013-10-04,11792525.0
2013-10-03,11788075.0
2013-10-02,11782875.0
2013-10-01,11778550.0
2013-09-30,11773650.0
2013-09-29,11769550.0
2013-09-28,11765350.0
2013-09-27,11761075.0
2013-09-26,11756675.0
